               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 473,            0.018476,            0.021006,          0.00071655,             0.99245,             0.99716,             0.99396,             0.85731,           0.0058732,            0.005359,            0.000352,           0.0076636,           0.0076636,           0.0076636
                 474,            0.015602,            0.022255,          0.00054672,             0.99216,             0.99586,             0.99385,             0.86171,           0.0061376,           0.0056888,           0.0003544,           0.0076587,           0.0076587,           0.0076587
                 475,             0.01575,            0.019215,          0.00057047,             0.99245,             0.99575,             0.99366,             0.86658,           0.0056661,           0.0058979,          0.00034499,           0.0076537,           0.0076537,           0.0076537
                 476,             0.02023,            0.022033,          0.00063127,             0.99442,             0.99689,              0.9945,             0.76599,           0.0069456,           0.0064323,          0.00034086,           0.0076488,           0.0076488,           0.0076488
                 477,            0.018275,             0.02305,          0.00049228,             0.99657,             0.99689,               0.995,             0.80894,           0.0086072,           0.0061842,          0.00032434,           0.0076438,           0.0076438,           0.0076438
                 478,            0.016489,            0.019742,          0.00041456,             0.99853,             0.99949,               0.995,             0.79186,           0.0072885,            0.005534,          0.00031824,           0.0076389,           0.0076389,           0.0076389
                 479,            0.015453,            0.017709,          0.00047369,             0.99847,                   1,               0.995,             0.82157,           0.0068787,           0.0053678,          0.00030742,           0.0076339,           0.0076339,           0.0076339
                 480,            0.019766,            0.023617,          0.00059484,              0.9985,                   1,               0.995,             0.77972,           0.0080484,           0.0055018,          0.00030698,           0.0076289,           0.0076289,           0.0076289
                 481,            0.019507,            0.022778,          0.00047747,             0.99848,                   1,               0.995,             0.86828,           0.0054732,           0.0051572,          0.00031213,            0.007624,            0.007624,            0.007624
                 482,            0.015108,            0.021414,          0.00055556,             0.99845,                   1,               0.995,             0.86408,           0.0047851,           0.0050704,          0.00031426,           0.0076191,           0.0076191,           0.0076191
                 483,            0.016187,            0.020749,          0.00054084,             0.99846,                   1,               0.995,             0.87297,           0.0054288,           0.0042855,          0.00030731,           0.0076141,           0.0076141,           0.0076141
                 484,            0.018662,            0.023277,          0.00047373,             0.99846,                   1,               0.995,             0.86822,           0.0067357,           0.0049605,           0.0003176,           0.0076092,           0.0076092,           0.0076092
                 485,            0.018482,            0.023079,          0.00043473,             0.99848,                   1,               0.995,             0.83152,           0.0082023,           0.0050705,          0.00031824,           0.0076042,           0.0076042,           0.0076042
                 486,            0.019916,            0.024046,          0.00052361,              0.9985,                   1,               0.995,             0.81437,           0.0062158,           0.0045487,          0.00031762,           0.0075993,           0.0075993,           0.0075993
                 487,            0.018717,            0.020521,          0.00051052,             0.99841,                   1,               0.995,             0.87388,           0.0059431,           0.0047474,          0.00030409,           0.0075943,           0.0075943,           0.0075943
                 488,              0.0151,            0.018818,          0.00045325,             0.99839,                   1,               0.995,             0.81923,           0.0073452,           0.0051796,          0.00028983,           0.0075893,           0.0075893,           0.0075893
                 489,            0.016959,             0.02356,          0.00047682,              0.9984,                   1,               0.995,             0.85184,           0.0064764,           0.0048838,          0.00028247,           0.0075844,           0.0075844,           0.0075844
                 490,            0.015918,            0.019912,          0.00048272,             0.99814,                   1,               0.995,              0.8523,           0.0067362,            0.005255,          0.00027719,           0.0075795,           0.0075795,           0.0075795
                 491,            0.016662,            0.018763,          0.00046905,             0.99666,                   1,               0.995,             0.83335,           0.0068052,           0.0057609,          0.00025898,           0.0075745,           0.0075745,           0.0075745
                 492,             0.01804,             0.02005,          0.00043078,             0.99448,                   1,             0.99499,             0.86072,           0.0065912,           0.0055507,          0.00024858,           0.0075695,           0.0075695,           0.0075695
                 493,            0.021681,            0.020875,          0.00047751,             0.99472,             0.99896,             0.99498,             0.83149,           0.0079762,           0.0064821,           0.0002476,           0.0075646,           0.0075646,           0.0075646
                 494,            0.015457,             0.02114,          0.00045238,             0.99458,             0.99793,             0.99497,             0.84572,           0.0057225,           0.0059773,          0.00024616,           0.0075597,           0.0075597,           0.0075597
                 495,            0.015792,            0.019526,          0.00044139,             0.99432,             0.99793,             0.99491,             0.79224,           0.0093561,           0.0069692,           0.0002448,           0.0075547,           0.0075547,           0.0075547
                 496,            0.019827,            0.022412,          0.00040379,             0.99399,             0.99896,             0.99488,             0.80589,           0.0074359,           0.0058435,          0.00024634,           0.0075498,           0.0075498,           0.0075498
                 497,            0.019073,             0.02079,          0.00042877,             0.99493,             0.99875,             0.99489,             0.81681,           0.0073234,           0.0057898,          0.00025423,           0.0075448,           0.0075448,           0.0075448
                 498,            0.016699,            0.021777,           0.0006674,             0.99603,             0.99879,             0.99498,             0.83953,           0.0056806,           0.0053407,          0.00026339,           0.0075399,           0.0075399,           0.0075399
                 499,            0.017304,            0.020524,          0.00046529,             0.99727,             0.99976,               0.995,             0.83484,           0.0067183,           0.0054108,          0.00026991,           0.0075349,           0.0075349,           0.0075349
                 500,            0.017559,            0.021919,          0.00057334,              0.9974,                   1,               0.995,             0.83236,           0.0065132,           0.0053185,          0.00026599,           0.0075299,           0.0075299,           0.0075299
                 501,            0.015055,            0.019632,          0.00046583,             0.99758,                   1,               0.995,             0.85296,           0.0062975,           0.0053775,          0.00026628,            0.007525,            0.007525,            0.007525
                 502,            0.016372,            0.019475,          0.00052065,             0.99752,                   1,               0.995,             0.83004,           0.0057252,           0.0051211,          0.00026839,           0.0075201,           0.0075201,           0.0075201
                 503,            0.014643,            0.017347,          0.00043847,             0.99805,                   1,               0.995,             0.83132,           0.0065161,            0.005378,          0.00026564,           0.0075151,           0.0075151,           0.0075151
                 504,              0.0206,            0.022916,          0.00061699,             0.99827,                   1,               0.995,             0.80243,            0.009968,           0.0053928,          0.00027224,           0.0075102,           0.0075102,           0.0075102
                 505,            0.019779,            0.022458,          0.00054051,             0.99808,             0.99999,               0.995,             0.82101,           0.0070256,           0.0048221,          0.00028362,           0.0075052,           0.0075052,           0.0075052
                 506,            0.014401,            0.018506,          0.00049513,             0.99771,                   1,               0.995,             0.78802,           0.0067731,           0.0049537,          0.00028697,           0.0075003,           0.0075003,           0.0075003
                 507,            0.013767,            0.018283,          0.00065817,             0.99776,              0.9997,               0.995,             0.82283,           0.0077425,           0.0050408,           0.0002973,           0.0074953,           0.0074953,           0.0074953
                 508,            0.019038,            0.023426,          0.00083224,             0.99747,                   1,               0.995,             0.87375,           0.0056818,           0.0045496,          0.00031144,           0.0074903,           0.0074903,           0.0074903
                 509,            0.018955,            0.019706,          0.00077364,             0.99743,                   1,               0.995,             0.86631,           0.0050814,           0.0048133,          0.00031685,           0.0074854,           0.0074854,           0.0074854
                 510,            0.013484,            0.019714,           0.0011116,             0.99676,                   1,               0.995,             0.88961,           0.0051128,           0.0049462,          0.00031659,           0.0074805,           0.0074805,           0.0074805
                 511,            0.014085,             0.01957,          0.00063038,             0.99651,             0.99927,               0.994,             0.81597,           0.0072405,           0.0052414,          0.00030483,           0.0074755,           0.0074755,           0.0074755
                 512,            0.018529,            0.021224,          0.00056795,             0.99637,              0.9984,             0.99399,             0.78441,           0.0089806,            0.005628,          0.00030109,           0.0074705,           0.0074705,           0.0074705
                 513,            0.021283,            0.022042,          0.00051177,             0.99602,             0.99773,             0.99399,             0.85282,           0.0069269,           0.0050031,          0.00030166,           0.0074656,           0.0074656,           0.0074656
                 514,            0.015452,            0.019316,          0.00053103,             0.99617,              0.9972,             0.99399,             0.83488,           0.0066799,           0.0051869,          0.00030356,           0.0074607,           0.0074607,           0.0074607
                 515,            0.015663,            0.020394,           0.0005187,             0.99614,             0.99708,             0.99399,             0.82782,           0.0071764,           0.0057089,          0.00030696,           0.0074557,           0.0074557,           0.0074557
                 516,            0.018867,            0.021546,          0.00051523,             0.99557,              0.9962,             0.99397,             0.81595,           0.0082679,           0.0061353,          0.00030119,           0.0074507,           0.0074507,           0.0074507
                 517,            0.017478,             0.02099,          0.00051265,             0.99526,             0.99607,             0.99398,             0.87479,           0.0058376,           0.0055745,          0.00030852,           0.0074458,           0.0074458,           0.0074458
                 518,            0.014004,            0.019517,          0.00040574,             0.99508,             0.99637,             0.99397,             0.83256,           0.0057466,           0.0054675,          0.00031156,           0.0074408,           0.0074408,           0.0074408
                 519,            0.014329,            0.018447,          0.00051319,              0.9958,             0.99502,             0.99398,             0.86586,           0.0064793,           0.0058735,          0.00030826,           0.0074359,           0.0074359,           0.0074359
                 520,            0.016991,            0.022139,           0.0004187,              0.9955,             0.99667,             0.99398,             0.78982,           0.0094416,           0.0064444,          0.00030187,           0.0074309,           0.0074309,           0.0074309
                 521,            0.020117,            0.022383,           0.0005381,             0.99552,             0.99621,              0.9949,             0.84976,           0.0067544,           0.0060738,          0.00030257,            0.007426,            0.007426,            0.007426
                 522,            0.014252,            0.018227,          0.00046808,             0.99649,             0.99667,               0.995,             0.87472,           0.0055531,           0.0059083,          0.00029863,           0.0074211,           0.0074211,           0.0074211
                 523,            0.015131,            0.018646,           0.0004934,             0.99711,             0.99715,               0.995,               0.862,           0.0055413,           0.0053315,          0.00028616,           0.0074161,           0.0074161,           0.0074161
                 524,            0.018547,            0.022922,          0.00045653,             0.99763,              0.9971,               0.995,             0.85599,           0.0082731,           0.0055145,          0.00027966,           0.0074112,           0.0074112,           0.0074112
                 525,            0.018556,            0.022592,          0.00044514,             0.99806,             0.99807,               0.995,             0.87668,           0.0066633,            0.005167,          0.00028991,           0.0074062,           0.0074062,           0.0074062
                 526,            0.014309,            0.019632,          0.00047391,               0.998,             0.99898,               0.995,             0.85014,           0.0061387,           0.0049228,          0.00029487,           0.0074013,           0.0074013,           0.0074013
                 527,             0.01358,             0.01989,          0.00047685,             0.99803,              0.9986,               0.995,             0.84086,           0.0060671,           0.0050638,           0.0002806,           0.0073963,           0.0073963,           0.0073963
                 528,            0.016277,            0.020111,          0.00046328,             0.99767,             0.99786,               0.995,             0.80794,           0.0091087,            0.006152,          0.00027517,           0.0073913,           0.0073913,           0.0073913
                 529,            0.018813,            0.021406,          0.00044322,             0.99761,             0.99826,               0.995,             0.84729,           0.0066604,           0.0056599,          0.00027815,           0.0073864,           0.0073864,           0.0073864
                 530,            0.015442,            0.020045,          0.00046424,              0.9977,             0.99851,               0.995,             0.84429,           0.0054515,           0.0054347,          0.00027952,           0.0073815,           0.0073815,           0.0073815
                 531,            0.014993,            0.020554,          0.00046035,             0.99798,             0.99868,               0.995,             0.84898,           0.0059295,           0.0056662,          0.00027479,           0.0073765,           0.0073765,           0.0073765
                 532,            0.016246,            0.020201,          0.00044162,             0.99823,             0.99876,               0.995,               0.785,           0.0098418,           0.0065774,          0.00027139,           0.0073715,           0.0073715,           0.0073715
                 533,            0.019651,            0.022108,          0.00054291,             0.99793,             0.99891,               0.995,              0.7982,           0.0088693,           0.0060466,          0.00027345,           0.0073666,           0.0073666,           0.0073666
                 534,            0.016377,            0.020794,          0.00050207,               0.998,             0.99906,               0.995,             0.85015,           0.0062977,           0.0052563,          0.00027652,           0.0073617,           0.0073617,           0.0073617
                 535,            0.015485,            0.019691,          0.00058347,             0.99754,             0.99999,               0.995,             0.75379,           0.0090051,           0.0059975,          0.00027809,           0.0073567,           0.0073567,           0.0073567
                 536,            0.019005,            0.021706,          0.00049908,             0.99725,                   1,               0.995,             0.88193,           0.0061905,           0.0046169,          0.00028593,           0.0073517,           0.0073517,           0.0073517
                 537,            0.017814,            0.021868,          0.00045052,             0.99727,                   1,               0.995,              0.8697,           0.0066408,           0.0049263,          0.00029166,           0.0073468,           0.0073468,           0.0073468
                 538,            0.014595,             0.02081,          0.00053415,             0.99702,                   1,               0.995,             0.89098,           0.0049251,           0.0044538,          0.00029805,           0.0073419,           0.0073419,           0.0073419
                 539,            0.015852,            0.020545,          0.00059414,             0.99754,                   1,               0.995,             0.82848,           0.0069912,           0.0048514,          0.00030102,           0.0073369,           0.0073369,           0.0073369
                 540,            0.017963,            0.020333,          0.00041429,             0.99778,                   1,               0.995,             0.84436,           0.0060739,            0.004719,          0.00029903,           0.0073319,           0.0073319,           0.0073319
                 541,            0.019433,            0.019974,          0.00072783,             0.99752,                   1,               0.995,             0.84544,           0.0062701,           0.0049263,          0.00029392,            0.007327,            0.007327,            0.007327
                 542,            0.016235,            0.020979,          0.00047343,             0.99758,                   1,               0.995,             0.87683,           0.0058531,           0.0049074,          0.00029521,           0.0073221,           0.0073221,           0.0073221
                 543,            0.014348,            0.018681,          0.00045002,             0.99761,                   1,               0.995,             0.84092,           0.0068327,           0.0052789,          0.00029545,           0.0073171,           0.0073171,           0.0073171
                 544,             0.01977,            0.025277,          0.00042897,             0.99755,                   1,               0.995,              0.8543,           0.0070787,           0.0052377,          0.00030472,           0.0073121,           0.0073121,           0.0073121
                 545,            0.019919,            0.023671,          0.00050486,              0.9973,                   1,               0.995,             0.86618,           0.0052935,            0.004851,          0.00031399,           0.0073072,           0.0073072,           0.0073072
                 546,            0.014515,            0.020363,          0.00045243,             0.99701,                   1,               0.995,             0.85941,           0.0053936,           0.0049056,          0.00031785,           0.0073023,           0.0073023,           0.0073023
                 547,            0.015599,            0.020945,          0.00043176,             0.99707,                   1,               0.995,             0.79475,           0.0059498,            0.004734,          0.00032319,           0.0072973,           0.0072973,           0.0072973
                 548,            0.018551,            0.019972,          0.00049345,              0.9969,                   1,               0.995,             0.81178,           0.0079351,           0.0052962,          0.00030557,           0.0072923,           0.0072923,           0.0072923
                 549,            0.020201,            0.024472,          0.00049533,             0.99695,                   1,               0.995,              0.8493,           0.0053549,           0.0047759,          0.00031106,           0.0072874,           0.0072874,           0.0072874
                 550,            0.013764,            0.019528,          0.00048469,              0.9968,                   1,               0.995,             0.86261,           0.0052998,           0.0047213,           0.0003102,           0.0072825,           0.0072825,           0.0072825
                 551,            0.014526,            0.018278,          0.00046698,             0.99664,                   1,               0.995,             0.76417,            0.007447,           0.0054655,          0.00030017,           0.0072775,           0.0072775,           0.0072775
                 552,            0.015452,            0.020994,          0.00039703,             0.99736,                   1,               0.995,             0.86266,           0.0063515,           0.0047824,          0.00030385,           0.0072725,           0.0072725,           0.0072725
                 553,            0.018427,            0.022165,          0.00052467,             0.99743,                   1,               0.995,             0.85518,           0.0048847,           0.0047709,          0.00030358,           0.0072676,           0.0072676,           0.0072676
                 554,             0.01442,             0.02074,          0.00051352,             0.99745,                   1,               0.995,             0.86789,           0.0050731,           0.0048866,          0.00030403,           0.0072627,           0.0072627,           0.0072627
                 555,            0.013284,            0.019924,          0.00045645,             0.99754,             0.99994,               0.995,             0.88493,           0.0046259,           0.0047653,           0.0002974,           0.0072577,           0.0072577,           0.0072577
                 556,            0.016476,            0.019854,          0.00040946,             0.99772,             0.99995,               0.995,             0.87521,           0.0060632,           0.0047847,          0.00028489,           0.0072527,           0.0072527,           0.0072527
                 557,            0.018613,            0.020771,          0.00042033,             0.99812,             0.99979,               0.995,             0.86297,            0.005317,           0.0046049,          0.00027946,           0.0072478,           0.0072478,           0.0072478
                 558,            0.015707,             0.02034,          0.00044629,             0.99837,                   1,               0.995,             0.84417,           0.0060076,           0.0048779,          0.00027299,           0.0072429,           0.0072429,           0.0072429
                 559,            0.014415,            0.019325,          0.00045837,             0.99842,                   1,               0.995,             0.86881,           0.0052053,           0.0046861,          0.00026384,           0.0072379,           0.0072379,           0.0072379
                 560,            0.015082,            0.020832,          0.00042428,             0.99836,                   1,               0.995,             0.86712,            0.005987,            0.005143,          0.00025163,           0.0072329,           0.0072329,           0.0072329
                 561,            0.016775,             0.02001,          0.00061035,             0.99793,                   1,               0.995,             0.88276,           0.0057249,           0.0048675,          0.00024778,            0.007228,            0.007228,            0.007228
                 562,            0.015423,            0.018124,          0.00038742,             0.99756,                   1,               0.995,             0.87509,           0.0053341,           0.0047728,          0.00024387,           0.0072231,           0.0072231,           0.0072231
                 563,            0.013731,            0.018793,          0.00037243,             0.99754,                   1,               0.995,             0.87079,           0.0057275,           0.0047723,          0.00022871,           0.0072181,           0.0072181,           0.0072181
                 564,            0.015304,            0.018549,          0.00039613,             0.99751,                   1,               0.995,             0.81682,           0.0079776,           0.0050062,           0.0002272,           0.0072132,           0.0072132,           0.0072132
                 565,            0.017228,            0.020219,          0.00040584,             0.99757,             0.99944,               0.995,             0.88086,           0.0055385,           0.0043686,          0.00022213,           0.0072082,           0.0072082,           0.0072082
                 566,            0.014363,            0.020369,          0.00037374,              0.9972,              0.9993,               0.995,             0.86596,           0.0060345,           0.0047216,          0.00021808,           0.0072033,           0.0072033,           0.0072033
                 567,            0.013483,            0.019057,          0.00034258,             0.99755,             0.99896,               0.995,             0.88581,           0.0056429,           0.0044385,          0.00021783,           0.0071983,           0.0071983,           0.0071983
                 568,            0.017669,            0.020564,           0.0004788,             0.99805,             0.99896,               0.995,              0.8369,            0.006334,           0.0047397,          0.00021572,           0.0071934,           0.0071934,           0.0071934
                 569,            0.016921,            0.020316,          0.00034551,             0.99848,             0.99954,               0.995,             0.83647,           0.0061182,           0.0046839,           0.0002221,           0.0071884,           0.0071884,           0.0071884
                 570,            0.015466,            0.019962,          0.00040153,             0.99868,             0.99962,               0.995,             0.85576,           0.0057759,           0.0045308,          0.00022582,           0.0071835,           0.0071835,           0.0071835
